,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_recall_overall,split1_test_recall_overall,split2_test_recall_overall,split3_test_recall_overall,split4_test_recall_overall,mean_test_recall_overall,std_test_recall_overall,rank_test_recall_overall,split0_train_recall_overall,split1_train_recall_overall,split2_train_recall_overall,split3_train_recall_overall,split4_train_recall_overall,mean_train_recall_overall,std_train_recall_overall,split0_test_recall_deceased,split1_test_recall_deceased,split2_test_recall_deceased,split3_test_recall_deceased,split4_test_recall_deceased,mean_test_recall_deceased,std_test_recall_deceased,rank_test_recall_deceased,split0_train_recall_deceased,split1_train_recall_deceased,split2_train_recall_deceased,split3_train_recall_deceased,split4_train_recall_deceased,mean_train_recall_deceased,std_train_recall_deceased,split0_test_f1_deceased,split1_test_f1_deceased,split2_test_f1_deceased,split3_test_f1_deceased,split4_test_f1_deceased,mean_test_f1_deceased,std_test_f1_deceased,rank_test_f1_deceased,split0_train_f1_deceased,split1_train_f1_deceased,split2_train_f1_deceased,split3_train_f1_deceased,split4_train_f1_deceased,mean_train_f1_deceased,std_train_f1_deceased,split0_test_precison,split1_test_precison,split2_test_precison,split3_test_precison,split4_test_precison,mean_test_precison,std_test_precison,rank_test_precison,split0_train_precison,split1_train_precison,split2_train_precison,split3_train_precison,split4_train_precison,mean_train_precison,std_train_precison
0,0.5992157936096192,0.08504158111262164,1.721599245071411,0.1799064019017817,2,2,"{'max_depth': 2, 'n_estimators': 2}",0.7380690086634841,0.72011641981857,0.7175459355066847,0.725066982197016,0.7466202431792835,0.7294837178730076,0.011109745201647203,185,0.7382381242200967,0.7204044786421269,0.7173885694662147,0.7245832299129229,0.7463550804466387,0.7293938965375999,0.011081355047648697,0.7380690086634841,0.72011641981857,0.7175459355066847,0.725066982197016,0.7466202431792835,0.7294837178730076,0.011109745201647203,185,0.7382381242200967,0.7204044786421269,0.7173885694662147,0.7245832299129229,0.7463550804466387,0.7293938965375999,0.011081355047648697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5813695705398375,0.5924388335610483,0.7895487388805194,0.5929564583519688,0.5933625985955572,0.6299352399857863,0.07993254926786848,183,0.5814417200106617,0.5924430534224304,0.8029437453521813,0.5927352411201576,0.5934895373325085,0.632610659447588,0.08528255187669304
1,0.7622976779937745,0.039838052898460374,1.7303687572479247,0.1133081631810938,2,4,"{'max_depth': 2, 'n_estimators': 4}",0.7114801365484787,0.7273654575870089,0.7466644905952915,0.6982605029444966,0.7467154475967684,0.7260972070544088,0.019174328153055274,191,0.7127065999789193,0.7275039356424703,0.7467996341467561,0.6972802415447439,0.7465046853536796,0.7261590193333138,0.01927039853566026,0.7114801365484787,0.7273654575870089,0.7466644905952915,0.6982605029444966,0.7467154475967684,0.7260972070544088,0.019174328153055274,191,0.7127065999789193,0.7275039356424703,0.7467996341467561,0.6972802415447439,0.7465046853536796,0.7261590193333138,0.01927039853566026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5710288316033116,0.5824893922139343,0.5935811394081618,0.5735627864526246,0.593398663853516,0.5828121627063096,0.00951364177905284,196,0.5717980923499177,0.5826954936366013,0.5936353546844713,0.5730493574198523,0.5935513942804912,0.5829459384742667,0.009476484835298733
2,0.856526517868042,0.025607099415161885,1.6341752052307128,0.05306495094583866,2,6,"{'max_depth': 2, 'n_estimators': 6}",0.7348321024929617,0.7263318236838169,0.7286847008581882,0.7221156853944809,0.7065935859423877,0.7237115796743671,0.00949564351371268,193,0.7352426157826913,0.7263580941630087,0.7284967715831313,0.7218325303375982,0.7061215607871938,0.7236103145307247,0.009754539578968456,0.7348321024929617,0.7263318236838169,0.7286847008581882,0.7221156853944809,0.7065935859423877,0.7237115796743671,0.00949564351371268,193,0.7352426157826913,0.7263580941630087,0.7284967715831313,0.7218325303375982,0.7061215607871938,0.7236103145307247,0.009754539578968456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5943365214931816,0.5931083516563803,0.5893579208546923,0.5866509538655538,0.6359380640297592,0.5998783623799134,0.01823453401969924,190,0.5941870655227393,0.5931761682884524,0.5893967689105433,0.586560124243618,0.629634699193385,0.5985909652317476,0.015758820753721054
3,1.0385858535766601,0.016689732259479752,1.6096153259277344,0.05958645750661562,2,8,"{'max_depth': 2, 'n_estimators': 8}",0.7253389911189086,0.7229453126062535,0.7346688971398262,0.7178723462129558,0.7176917008949215,0.7237034495945731,0.006223081177575178,194,0.7262526903473906,0.7226723607394587,0.73450138895028,0.7172593647890053,0.7174473322724986,0.7236266274197266,0.006399890493885994,0.7253389911189086,0.7229453126062535,0.7346688971398262,0.7178723462129558,0.7176917008949215,0.7237034495945731,0.006223081177575178,194,0.7262526903473906,0.7226723607394587,0.73450138895028,0.7172593647890053,0.7174473322724986,0.7236266274197266,0.006399890493885994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5932325518389747,0.5885421613567159,0.6715700799191541,0.5802592249743339,0.5799938069226707,0.60271956500237,0.03479173048778278,188,0.5934025027960534,0.588238162658613,0.6713221202338112,0.5798195562731571,0.5797206023073073,0.6025005888537883,0.03480216136494906
4,1.1603682518005372,0.030518965644660716,1.6260573863983154,0.11576351795121137,2,10,"{'max_depth': 2, 'n_estimators': 10}",0.7273110558026303,0.7134386007861058,0.7176955404137255,0.7258014062861262,0.7242472050703153,0.7216987616717807,0.005274090258926194,195,0.7280105539820542,0.7133866245958104,0.7174463715586504,0.7254774622841347,0.7241285514164865,0.7216899127674272,0.0054257761033374066,0.7273110558026303,0.7134386007861058,0.7176955404137255,0.7258014062861262,0.7242472050703153,0.7216987616717807,0.005274090258926194,195,0.7280105539820542,0.7133866245958104,0.7174463715586504,0.7254774622841347,0.7241285514164865,0.7216899127674272,0.0054257761033374066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5822996302262041,0.5857876443404296,0.5797180099296585,0.59292580908689,0.7129009848991616,0.6107264156964688,0.05127972282402715,185,0.5826482328387538,0.5857716184430622,0.5797985092437807,0.5926669889069032,0.7306444398128875,0.6143059578490775,0.058326788785151344
5,1.444105625152588,0.24521432399516827,1.610401201248169,0.03644614725408678,2,12,"{'max_depth': 2, 'n_estimators': 12}",0.7335808614522557,0.7260734152080188,0.7223196920859004,0.7368585689610619,0.7169300655550418,0.7271525206524558,0.007273929171224318,190,0.7341443760264121,0.7264838987171336,0.7219209335377941,0.7358784387994846,0.7167503094101486,0.7270355912981945,0.007224706007441395,0.7335808614522557,0.7260734152080188,0.7223196920859004,0.7368585689610619,0.7169300655550418,0.7271525206524558,0.007273929171224318,190,0.7341443760264121,0.7264838987171336,0.7219209335377941,0.7358784387994846,0.7167503094101486,0.7270355912981945,0.007224706007441395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916226315549918,0.6551044975798106,0.5864187621879617,0.5792648372888778,0.5797317975603742,0.5984285052344032,0.02870378023847307,191,0.5916194314065909,0.6574809896365817,0.5863671192547762,0.5783974327057777,0.5794863694048539,0.5986702684817161,0.02979527667703415
6,1.5906196117401123,0.06628289078496695,1.7675992488861083,0.1578311988679122,2,14,"{'max_depth': 2, 'n_estimators': 14}",0.7359609395188162,0.7254205937954765,0.734492091340596,0.7211228528295728,0.7302042814786606,0.7294401517926244,0.005549071426404792,186,0.7361334480308187,0.7254604616687124,0.7339131676566691,0.720890696243204,0.7302623526051655,0.7293320252409139,0.005556199538287287,0.7359609395188162,0.7254205937954765,0.734492091340596,0.7211228528295728,0.7302042814786606,0.7294401517926244,0.005549071426404792,186,0.7361334480308187,0.7254604616687124,0.7339131676566691,0.720890696243204,0.7302623526051655,0.7293320252409139,0.005556199538287287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5785009087797863,0.5922885162199624,0.5917208705070476,0.5844760393318782,0.5916732100426803,0.5877319089762709,0.005440962957641476,193,0.578601142387837,0.5924019993878048,0.5915957913585193,0.5844648341986819,0.5918556826785166,0.5877838900022719,0.005436469571745657
7,1.8046523094177247,0.09144513242305016,1.818662977218628,0.07563264124717077,2,16,"{'max_depth': 2, 'n_estimators': 16}",0.745943666952276,0.723516531342228,0.7176955404137255,0.7361105444258572,0.7181405217202078,0.7282813609708589,0.011053080883794102,188,0.7457115947597303,0.7234747897873903,0.7174259708201437,0.7358308370763021,0.7177669427557224,0.7280420270398578,0.011063605633043129,0.745943666952276,0.723516531342228,0.7176955404137255,0.7361105444258572,0.7181405217202078,0.7282813609708589,0.011053080883794102,188,0.7457115947597303,0.7234747897873903,0.7174259708201437,0.7358308370763021,0.7177669427557224,0.7280420270398578,0.011063605633043129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5927481833432691,0.589097390881312,0.5798601357417323,0.5951060424353076,0.5797990184778947,0.5873221541759032,0.00641032704567848,194,0.5921901462942499,0.5890749782012746,0.5799696438983708,0.59462500171675,0.5795663799068245,0.5870852300034939,0.00622947988374346
8,2.1117884159088134,0.17590563530088807,1.9839218139648438,0.3980095068499201,2,18,"{'max_depth': 2, 'n_estimators': 18}",0.7273926584791981,0.7442164102982578,0.7239925469555402,0.7238293416024045,0.7442537333732285,0.7327369381417258,0.009474025879557584,183,0.7276807420428619,0.7442835430642589,0.723464589418137,0.7235053908951504,0.7442776123056837,0.7326423755452184,0.009625274742885827,0.7273926584791981,0.7442164102982578,0.7239925469555402,0.7238293416024045,0.7442537333732285,0.7327369381417258,0.009474025879557584,183,0.7276807420428619,0.7442835430642589,0.723464589418137,0.7235053908951504,0.7442776123056837,0.7326423755452184,0.009625274742885827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5770523512347207,0.589815381365745,0.5892211735596385,0.5892301077492004,0.5895940038380288,0.5869826035494666,0.0049702399031894065,195,0.5771740342822185,0.5898197277602882,0.5890826073273034,0.5890684074031076,0.5898803915254747,0.5870050336596784,0.004927728848983146
9,2.3012602806091307,0.12975377576733924,1.885971975326538,0.08612612281662421,2,20,"{'max_depth': 2, 'n_estimators': 20}",0.7355393256898827,0.7174779332762115,0.7393202497041903,0.723924544725067,0.7254984631286892,0.7283521033048082,0.007974340249743885,187,0.7363510559082239,0.7175007735280017,0.7393601648379672,0.7236345955723598,0.7252811892230066,0.7284255558139118,0.008180103123342197,0.7355393256898827,0.7174779332762115,0.7393202497041903,0.723924544725067,0.7254984631286892,0.7283521033048082,0.007974340249743885,187,0.7363510559082239,0.7175007735280017,0.7393601648379672,0.7236345955723598,0.7252811892230066,0.7284255558139118,0.008180103123342197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6511919807590798,0.5797454179479142,0.5877964612569675,0.589426624274155,0.5921571773958342,0.6000635323267902,0.025896251871083322,189,0.6603749130961747,0.5797915865518011,0.5875326139711267,0.5893088001775951,0.5921534236209988,0.6018322674835394,0.029556827684022024
