,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_base_estimator__criterion,param_base_estimator__max_depth,param_n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_recall_overall,split1_test_recall_overall,split2_test_recall_overall,split3_test_recall_overall,split4_test_recall_overall,mean_test_recall_overall,std_test_recall_overall,rank_test_recall_overall,split0_train_recall_overall,split1_train_recall_overall,split2_train_recall_overall,split3_train_recall_overall,split4_train_recall_overall,mean_train_recall_overall,std_train_recall_overall,split0_test_recall_deceased,split1_test_recall_deceased,split2_test_recall_deceased,split3_test_recall_deceased,split4_test_recall_deceased,mean_test_recall_deceased,std_test_recall_deceased,rank_test_recall_deceased,split0_train_recall_deceased,split1_train_recall_deceased,split2_train_recall_deceased,split3_train_recall_deceased,split4_train_recall_deceased,mean_train_recall_deceased,std_train_recall_deceased,split0_test_f1_deceased,split1_test_f1_deceased,split2_test_f1_deceased,split3_test_f1_deceased,split4_test_f1_deceased,mean_test_f1_deceased,std_test_f1_deceased,rank_test_f1_deceased,split0_train_f1_deceased,split1_train_f1_deceased,split2_train_f1_deceased,split3_train_f1_deceased,split4_train_f1_deceased,mean_train_f1_deceased,std_train_f1_deceased
10,0.14228577613830568,0.009174441594846806,0.030674457550048828,0.003042594986092434,gini,6,6,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 6, 'n_estimators': 6}",0.74,0.751,0.7345,0.7335,0.733,0.7384000000000002,0.006777905281132209,7,0.7645,0.764625,0.768375,0.77925,0.7755,0.7704500000000001,0.0059427476809974025,0.74,0.751,0.7345,0.7335,0.733,0.7384000000000002,0.006777905281132209,7,0.7645,0.764625,0.768375,0.77925,0.7755,0.7704500000000001,0.0059427476809974025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.20192307692307693,0.3076923076923077,0.23076923076923078,0.2403846153846154,0.25961538461538464,0.24807692307692308,0.03514551323557128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.2142857142857143,0.36781609195402304,0.33802816901408445,0.36496350364963503,0.2918918918918919,0.31539707415906976,0.05743300706426562
11,0.18415489196777343,0.000750189105204365,0.03535442352294922,0.006186475976134561,gini,6,8,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 6, 'n_estimators': 8}",0.7215,0.739,0.741,0.7355,0.7365,0.7347,0.006874590896918874,10,0.76275,0.76775,0.7735,0.7765,0.78325,0.7727499999999999,0.007069299823886359,0.7215,0.739,0.741,0.7355,0.7365,0.7347,0.006874590896918874,10,0.76275,0.76775,0.7735,0.7765,0.78325,0.7727499999999999,0.007069299823886359,0.0,0.0,0.038461538461538464,0.0,0.0,0.007692307692307693,0.015384615384615385,18,0.25961538461538464,0.3173076923076923,0.3269230769230769,0.2980769230769231,0.28846153846153844,0.2980769230769231,0.023552785988299782,0.0,0.0,0.05263157894736842,0.0,0.0,0.010526315789473684,0.021052631578947364,20,0.2647058823529412,0.4125,0.40236686390532544,0.4161073825503355,0.3703703703703704,0.3732100998357945,0.0565954402495712
12,0.058521175384521486,0.005593793780136803,0.026458215713500977,0.006315966063735039,gini,8,2,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 8, 'n_estimators': 2}",0.6245,0.646,0.74,0.7325,0.7425,0.6971,0.05106211903162656,28,0.674375,0.68925,0.791,0.7945,0.793,0.7484249999999999,0.05460320503413698,0.6245,0.646,0.74,0.7325,0.7425,0.6971,0.05106211903162656,28,0.674375,0.68925,0.791,0.7945,0.793,0.7484249999999999,0.05460320503413698,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.015384615384615385,0.018842228790639834,11,0.16346153846153846,0.3173076923076923,0.21153846153846154,0.19230769230769232,0.17307692307692307,0.21153846153846154,0.05540330881110743,0.0,0.0,0.060606060606060615,0.06451612903225806,0.0,0.025024437927663734,0.030673483726225123,12,0.06732673267326733,0.44,0.3142857142857143,0.31746031746031744,0.2769230769230769,0.2831991682684752,0.12113380889851397
13,0.11452546119689941,0.007513963375106686,0.02631063461303711,0.006400048637268013,gini,8,4,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 8, 'n_estimators': 4}",0.7275,0.757,0.7395,0.7295,0.734,0.7375,0.010587728746053134,8,0.779625,0.818375,0.819375,0.804125,0.799,0.8041,0.014574892795489078,0.7275,0.757,0.7395,0.7295,0.734,0.7375,0.010587728746053134,8,0.779625,0.818375,0.819375,0.804125,0.799,0.8041,0.014574892795489078,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.015384615384615385,0.018842228790639834,11,0.41346153846153844,0.4807692307692308,0.4423076923076923,0.4807692307692308,0.3173076923076923,0.4269230769230769,0.06038584026195225,0.0,0.0,0.05555555555555555,0.0,0.05714285714285715,0.02253968253968254,0.027609923689090668,14,0.47252747252747257,0.6024096385542168,0.5411764705882354,0.5347593582887701,0.4429530201342282,0.5187651920185846,0.05592831895850083
14,0.1649754524230957,0.003386248848938659,0.02480907440185547,0.007509121368986165,gini,8,6,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 8, 'n_estimators': 6}",0.7115,0.747,0.7245,0.7285,0.726,0.7274999999999999,0.011388590782006342,16,0.811125,0.810875,0.81875,0.798125,0.80525,0.808825,0.006859573601908503,0.7115,0.747,0.7245,0.7285,0.726,0.7274999999999999,0.011388590782006342,16,0.811125,0.810875,0.81875,0.798125,0.80525,0.808825,0.006859573601908503,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.015384615384615385,0.018842228790639834,11,0.5961538461538461,0.5480769230769231,0.5288461538461539,0.5961538461538461,0.5384615384615384,0.5615384615384615,0.028910185343024815,0.0,0.0,0.05405405405405406,0.05,0.0,0.020810810810810813,0.02552015488456838,15,0.607843137254902,0.6298342541436464,0.6214689265536723,0.6631016042780747,0.5863874345549739,0.6217270713570539,0.025374390953728114
15,0.21880412101745605,0.004688566139786239,0.029171562194824217,0.0070063626668676075,gini,8,8,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 8, 'n_estimators': 8}",0.721,0.741,0.7235,0.721,0.726,0.7265,0.007483314773547884,17,0.829125,0.808,0.829375,0.804875,0.822375,0.81875,0.010409130607308163,0.721,0.741,0.7235,0.721,0.726,0.7265,0.007483314773547884,17,0.829125,0.808,0.829375,0.804875,0.822375,0.81875,0.010409130607308163,0.0,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.0,0.038461538461538464,0.034401045807689073,2,0.7115384615384616,0.6730769230769231,0.6346153846153846,0.6923076923076923,0.5961538461538461,0.6615384615384616,0.04142434467026543,0.0,0.10256410256410257,0.0930232558139535,0.05405405405405406,0.0,0.049928282486422025,0.043887116689221684,1,0.766839378238342,0.7734806629834254,0.7021276595744681,0.7384615384615384,0.7085714285714285,0.7378961335658405,0.029132840175376346
16,0.030547475814819335,0.004983996268777196,0.02480945587158203,0.0075225506779660785,entropy,2,2,"{'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 2, 'n_estimators': 2}",0.721,0.726,0.721,0.699,0.7225,0.7179,0.009624967532412786,20,0.7235,0.7205,0.72375,0.70325,0.723375,0.7188749999999999,0.007901740314639541,0.721,0.726,0.721,0.699,0.7225,0.7179,0.009624967532412786,20,0.7235,0.7205,0.72375,0.70325,0.723375,0.7188749999999999,0.007901740314639541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.061228466033935544,0.005005766303870782,0.022311687469482422,0.0050807761424239714,entropy,2,4,"{'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 2, 'n_estimators': 4}",0.634,0.7285,0.721,0.661,0.7395,0.6968,0.041567535409259,29,0.634125,0.72025,0.724125,0.6675,0.74075,0.6973499999999999,0.04003322057991337,0.634,0.7285,0.721,0.661,0.7395,0.6968,0.041567535409259,29,0.634125,0.72025,0.724125,0.6675,0.74075,0.6973499999999999,0.04003322057991337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.009615384615384616,0.0,0.0,0.019230769230769232,0.009615384615384616,0.007692307692307693,0.007195494974565272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.01904761904761905,0.0,0.0,0.03508771929824562,0.01886792452830189,0.014600652574833312,0.013297090921599815
18,0.08731579780578613,0.0037039687365252255,0.026274967193603515,0.004251283558832951,entropy,2,6,"{'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 2, 'n_estimators': 6}",0.7415,0.729,0.7185,0.739,0.741,0.7338,0.008891569040388765,12,0.74,0.722125,0.72325,0.739875,0.73925,0.7328999999999999,0.008349925149365105,0.7415,0.729,0.7185,0.739,0.741,0.7338,0.008891569040388765,12,0.74,0.722125,0.72325,0.739875,0.73925,0.7328999999999999,0.008349925149365105,0.0,0.0,0.038461538461538464,0.0,0.0,0.007692307692307693,0.015384615384615385,18,0.0,0.0,0.11538461538461539,0.0,0.0,0.023076923076923078,0.046153846153846156,0.0,0.0,0.043478260869565216,0.0,0.0,0.008695652173913044,0.017391304347826087,21,0.0,0.0,0.14117647058823532,0.0,0.0,0.028235294117647063,0.05647058823529413
19,0.11753311157226562,0.004454293403948321,0.029502296447753908,0.0010042557184386195,entropy,2,8,"{'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 2, 'n_estimators': 8}",0.7395,0.737,0.7215,0.741,0.7305,0.7339000000000001,0.007165193647069133,11,0.738625,0.727875,0.727125,0.742875,0.735875,0.734475,0.006120865951807765,0.7395,0.737,0.7215,0.741,0.7305,0.7339000000000001,0.007165193647069133,11,0.738625,0.727875,0.727125,0.742875,0.735875,0.734475,0.006120865951807765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.038461538461538464,0.009615384615384616,0.0,0.0,0.0,0.009615384615384616,0.01489608979310545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.07272727272727274,0.018181818181818184,0.0,0.0,0.0,0.018181818181818184,0.028167151608781218
20,0.04248342514038086,0.003126517996334762,0.024238395690917968,0.004246281536837811,entropy,4,2,"{'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 4, 'n_estimators': 2}",0.7235,0.377,0.678,0.74,0.646,0.6329,0.13218865306825694,31,0.72525,0.38025,0.684375,0.74,0.634875,0.6329499999999999,0.13151769367655441,0.7235,0.377,0.678,0.74,0.646,0.6329,0.13218865306825694,31,0.72525,0.38025,0.684375,0.74,0.634875,0.6329499999999999,0.13151769367655441,0.0,0.07692307692307693,0.0,0.0,0.0,0.015384615384615385,0.03076923076923077,11,0.019230769230769232,0.07692307692307693,0.019230769230769232,0.019230769230769232,0.009615384615384616,0.028846153846153848,0.024325212770525996,0.0,0.08888888888888889,0.0,0.0,0.0,0.017777777777777778,0.035555555555555556,16,0.037383177570093455,0.09815950920245399,0.011142061281337047,0.03669724770642202,0.01904761904761905,0.04048592296158511,0.030564314918065973
21,0.08482766151428223,0.0042411674337236305,0.02421994209289551,0.0041902321531182354,entropy,4,4,"{'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 4, 'n_estimators': 4}",0.7305,0.7445,0.6975,0.7365,0.736,0.7290000000000001,0.01637070554374491,15,0.73525,0.742625,0.715,0.744625,0.732125,0.7339249999999999,0.010519802754804866,0.7305,0.7445,0.6975,0.7365,0.736,0.7290000000000001,0.01637070554374491,15,0.73525,0.742625,0.715,0.744625,0.732125,0.7339249999999999,0.010519802754804866,0.0,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.023076923076923078,0.018842228790639834,7,0.0673076923076923,0.09615384615384616,0.0673076923076923,0.07692307692307693,0.0673076923076923,0.075,0.011213369028548659,0.0,0.05263157894736842,0.05555555555555555,0.0,0.0625,0.03413742690058479,0.028056846859957883,7,0.10852713178294573,0.15748031496062992,0.10526315789473682,0.14035087719298248,0.11382113821138211,0.1250885240085354,0.020378647563117924
22,0.1256013870239258,0.006237842445293377,0.026427650451660158,0.004460640701147308,entropy,4,6,"{'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 4, 'n_estimators': 6}",0.726,0.688,0.711,0.722,0.7375,0.7169000000000001,0.016752313273097567,21,0.735,0.683625,0.744875,0.752875,0.746375,0.73255,0.025122897922015264,0.726,0.688,0.711,0.722,0.7375,0.7169000000000001,0.016752313273097567,21,0.735,0.683625,0.744875,0.752875,0.746375,0.73255,0.025122897922015264,0.0,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.023076923076923078,0.018842228790639834,7,0.10576923076923077,0.11538461538461539,0.08653846153846154,0.038461538461538464,0.09615384615384616,0.08846153846153845,0.02678536207150792,0.0,0.058823529411764705,0.06666666666666668,0.0,0.06896551724137931,0.03889114266396214,0.03193208335429713,6,0.17322834645669294,0.1875,0.14516129032258066,0.07407407407407407,0.15384615384615385,0.1467619729399003,0.03923349135971026
23,0.1666506290435791,0.0041093484727064535,0.025442886352539062,0.004791673443389675,entropy,4,8,"{'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 4, 'n_estimators': 8}",0.722,0.675,0.7115,0.698,0.7455,0.7104000000000001,0.0235571645152807,23,0.734,0.676875,0.75275,0.730625,0.75125,0.7290999999999999,0.027581628849652803,0.722,0.675,0.7115,0.698,0.7455,0.7104000000000001,0.0235571645152807,23,0.734,0.676875,0.75275,0.730625,0.75125,0.7290999999999999,0.027581628849652803,0.0,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.0,0.038461538461538464,0.034401045807689073,2,0.15384615384615385,0.22115384615384615,0.18269230769230768,0.11538461538461539,0.10576923076923077,0.15576923076923077,0.04274252071325551,0.0,0.06153846153846155,0.06896551724137931,0.03508771929824561,0.0,0.03311833961561729,0.02929249312696803,8,0.24427480916030536,0.17624521072796934,0.15833333333333335,0.12834224598930483,0.1774193548387097,0.17692299080992452,0.03805952530080851
24,0.05048980712890625,0.0012831809536978885,0.0262631893157959,0.0050770046292284154,entropy,6,2,"{'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 6, 'n_estimators': 2}",0.732,0.761,0.743,0.7445,0.746,0.7453,0.009271461589199415,3,0.74725,0.7645,0.760875,0.7785,0.76025,0.762275,0.010000124999218759,0.732,0.761,0.743,0.7445,0.746,0.7453,0.009271461589199415,3,0.74725,0.7645,0.760875,0.7785,0.76025,0.762275,0.010000124999218759,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.015384615384615385,0.018842228790639834,11,0.057692307692307696,0.10576923076923077,0.14423076923076922,0.11538461538461539,0.1346153846153846,0.11153846153846154,0.03016228296415023,0.0,0.06666666666666668,0.058823529411764705,0.0,0.0,0.025098039215686273,0.030838593335431375,11,0.1090909090909091,0.18333333333333335,0.24390243902439024,0.20168067226890757,0.23728813559322035,0.19505909786215211,0.04845788250759694
25,0.10377378463745117,0.002746779735224701,0.026224565505981446,0.004220577994722703,entropy,6,4,"{'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 6, 'n_estimators': 4}",0.737,0.7305,0.726,0.736,0.7385,0.7336,0.0046626172907499154,13,0.760125,0.76675,0.767,0.782375,0.771375,0.769525,0.007361810239336517,0.737,0.7305,0.726,0.736,0.7385,0.7336,0.0046626172907499154,13,0.760125,0.76675,0.767,0.782375,0.771375,0.769525,0.007361810239336517,0.0,0.0,0.038461538461538464,0.0,0.0,0.007692307692307693,0.015384615384615385,18,0.11538461538461539,0.19230769230769232,0.20192307692307693,0.17307692307692307,0.2692307692307692,0.19038461538461537,0.04955422587201971,0.0,0.0,0.06451612903225806,0.0,0.0,0.012903225806451613,0.025806451612903226,18,0.20689655172413793,0.29850746268656714,0.3255813953488372,0.28800000000000003,0.30601092896174864,0.28499926774425816,0.04093875660647877
26,0.1598747730255127,0.004509197552106002,0.024228525161743165,0.004251575801545843,entropy,6,6,"{'base_estimator__criterion': 'entropy', 'base_estimator__max_depth': 6, 'n_estimators': 6}",0.729,0.755,0.7275,0.7255,0.7245,0.7323000000000001,0.011456875664857317,14,0.756125,0.784,0.76475,0.76,0.758625,0.7646999999999999,0.01005006218886232,0.729,0.755,0.7275,0.7255,0.7245,0.7323000000000001,0.011456875664857317,14,0.756125,0.784,0.76475,0.76,0.758625,0.7646999999999999,0.01005006218886232,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.0,0.023076923076923078,0.018842228790639834,7,0.20192307692307693,0.3173076923076923,0.3076923076923077,0.3173076923076923,0.33653846153846156,0.29615384615384616,0.048038446141526144,0.060606060606060615,0.0,0.058823529411764705,0.04,0.0,0.031885918003565064,0.02701756228822973,10,0.3065693430656934,0.4489795918367347,0.39751552795031053,0.34920634920634924,0.3664921465968587,0.3737525917311893,0.04773384474253148
